ctuniq,boroCT2000,ctrdlong,ctrdlat,popdens,povrate,unemp,busdens,subdens,subacc,intdens,landind,nonres,resid,ptrans,pwalk,propoa,propnonw,borocodenum,precpop,precinct,offpcap
QN068300,4068300,-73.868128,40.733887,18451.08143,0.154463634,0.076205288,26.51652421,4.419420702,1,110.4855176,0.694037807,0.776569247,0.223430753,0.590909091,0.066168009,0.120958084,0.696526946,4,4298,110,0.015214086
QN068300,4068300,-73.868128,40.733887,18451.08143,0.154463634,0.076205288,26.51652421,4.419420702,1,110.4855176,0.694037807,0.776569247,0.223430753,0.590909091,0.066168009,0.120958084,0.696526946,4,4298,110,0.015214086
QN049900,4049900,-73.883157,40.730747,10290.20726,0.129574679,0.050356053,15.26736981,0,0,68.70316416,0.972281182,0.416755153,0.583244847,0.572692095,0.042564953,0.146142433,0.565281899,4,4044,110,0.015214086
QN048500,4048500,-73.883684,40.739647,13019.5536,0.157968313,0.072700297,3.033446784,0,0,103.1371907,0.99990514,0.4951302,0.5048698,0.619283747,0.055647383,0.096458528,0.775396086,4,4318,110,0.015214086
QN048100,4048100,-73.883255,40.741337,44568.28174,0.242500743,0.091546826,0,19.71466311,1,65.7155437,0.609725387,0.187640186,0.812359814,0.7025417,0.113582208,0.076673548,0.735033913,4,6782,110,0.015214086
QN047900,4047900,-73.882305,40.734933,13494.2164,0.134527439,0.109177903,7.677346709,0,0,112.6010851,0.863408462,0.315208538,0.684791462,0.581115018,0.060271221,0.107339276,0.662431254,4,5273,110,0.015214086
QN047500,4047500,-73.875528,40.73258,14707.49994,0.155088063,0.072533849,21.28950534,14.19300356,1,163.2195409,0.995923348,0.468075666,0.531924334,0.677572559,0.084432718,0.097225573,0.698914355,4,4130,110,0.015214086
QN047300,4047300,-73.87536,40.736023,20796.68122,0.17254902,0.072471606,16.28982863,16.28982863,1,152.0384006,0.997736586,0.523787676,0.476212324,0.661997564,0.06090134,0.135770235,0.68772846,4,3830,110,0.015214086
QN047100,4047100,-73.875473,40.740616,25221.42024,0.216683367,0.154929578,37.82267469,0,0,132.3793614,0.80034251,0.276584753,0.723415247,0.672823219,0.069261214,0.094226443,0.713821545,4,4001,110,0.015214086
QN046900,4046900,-73.876109,40.744926,58536.03163,0.171382114,0.091172537,0,0,0,81.98323758,0.296845045,0.080728323,0.919271677,0.693930711,0.089085699,0.082417582,0.685843568,4,9282,110,0.015214086
QN046700,4046700,-73.873904,40.744761,53053.48639,0.191474295,0.085252767,0,0,0,104.4947678,0.417193218,0.118291085,0.881708915,0.673800483,0.072488782,0.077940349,0.684440068,4,7108,110,0.015214086
QN046500,4046500,-73.869602,40.747313,36083.19317,0.192545164,0.08183018,0,8.204455019,1,188.7024654,0.690659388,0.221908013,0.778091987,0.658476659,0.078624079,0.068667576,0.528194634,4,4398,110,0.015214086
QN046300,4046300,-73.871119,40.743415,24614.65003,0.193813919,0.106147935,0,0,0,116.3089656,0.987473069,0.444038113,0.555961887,0.660802639,0.090709181,0.055707535,0.687391196,4,4021,110,0.015214086
QN046100,4046100,-73.870925,40.740911,23701.08107,0.236040609,0.090909091,42.96787722,0,0,137.4972071,0.949595378,0.387745132,0.612254868,0.572934974,0.135325132,0.054749819,0.804205946,4,2791,110,0.015214086
QN045900,4045900,-73.869706,40.739506,30247.69534,0.17195122,0.107288366,0,0,0,73.63119607,0.050807933,0.012867557,0.987132443,0.673618353,0.041188738,0.088364168,0.788461539,4,3885,110,0.015214086
QN045700,4045700,-73.868933,40.737454,24440.72574,0.145945946,0.05941255,0,0,0,95.41424461,0.503133145,0.147556084,0.852443916,0.583760059,0.033650329,0.134534535,0.672672673,4,3395,110,0.015214086
QN045500,4045500,-73.862163,40.734787,78005.12302,0.181752988,0.097189696,18.60661279,0,0,31.01102132,0.878381085,0.325630482,0.674369518,0.617630223,0.069452395,0.05502107,0.80217858,4,12577,110,0.015214086
QN044300,4044300,-73.8622,40.739012,20256.70957,0.225856885,0.099658314,0,0,0,89.79253072,0.848662688,0.305489517,0.694510483,0.518178841,0.076645922,0.112854918,0.749490835,4,8347,110,0.015214086
QN043900,4043900,-73.854747,40.741364,22247.86662,0.244243421,0.1078238,48.58938929,0,0,157.9155152,0.830331095,0.294045573,0.705954428,0.46359584,0.043833581,0.080808081,0.594321594,4,3663,110,0.015214086
QN043700,4043700,-73.853866,40.738108,30694.70606,0.190673228,0.131142937,36.2237707,0,0,118.5505223,0.542016068,0.161627449,0.838372551,0.495081967,0.069508197,0.136466044,0.544684047,4,9321,110,0.015214086
QN042700,4042700,-73.853239,40.743507,23798.06941,0.18532207,0.059371362,12.4957046,0,0,112.4613414,0.55935709,0.168095303,0.831904697,0.489928525,0.108512021,0.068784458,0.529797847,4,3822,110,0.015214086
QN041500,4041500,-73.855688,40.746564,21242.98581,0.194071588,0.077608143,0,0,0,76.62564248,0.851256861,0.307163839,0.692836161,0.520198441,0.080085046,0.072142064,0.589900111,4,3604,110,0.015214086
QN041300,4041300,-73.860414,40.745283,22970.13752,0.258551881,0.092431346,32.48039808,0,0,149.4098312,0.633984771,0.197504037,0.802495963,0.447251114,0.135958395,0.07239819,0.625282805,4,3536,110,0.015214086
QN041100,4041100,-73.864821,40.742936,25070.80961,0.223880597,0.101969873,56.0868224,0,0,140.217056,0.747662116,0.248833778,0.751166222,0.636181575,0.086782377,0.048657718,0.677852349,4,3623,110,0.015214086
QN040900,4040900,-73.86676,40.749401,34875.13922,0.209683717,0.069171648,0,0,0,93.93073279,0.875561601,0.323620863,0.676379137,0.682995761,0.043334903,0.06502501,0.595806079,4,5198,110,0.015214086
QN040700,4040700,-73.864051,40.748739,39735.76521,0.21231746,0.121985418,0,0,0,70.38217521,0.788702581,0.270164505,0.729835495,0.581523501,0.13452188,0.063765182,0.628036437,4,7904,110,0.015214086
QN040500,4040500,-73.861638,40.748679,28398.88743,0.198823529,0.149848943,0,33.4104558,1,150.3470511,0.982502408,0.566139232,0.433860768,0.665207878,0.134208607,0.051470588,0.588235294,4,3303,110,0.015214086
QN040300,4040300,-73.85978,40.750221,32470.42619,0.305533408,0.121333333,5.064009075,0,0,75.96013612,0.767047326,0.258674144,0.741325856,0.720804331,0.049497293,0.05286962,0.518247037,4,6412,110,0.015214086
QN040100,4040100,-73.856927,40.751016,32433.43847,0.1957914,0.096352374,19.59132496,9.795662481,1,58.77397488,0.60758895,0.186786395,0.813213605,0.622861586,0.063374806,0.075203866,0.551948052,4,6758,110,0.015214086
QN039900,4039900,-73.853439,40.751109,25763.116,0.211114294,0.13727618,7.269502257,7.269502257,1,58.15601806,0.894059858,0.337257764,0.662742236,0.641830065,0.048366013,0.054176072,0.544018059,4,3589,110,0.015214086
QN038300,4038300,-73.845083,40.739166,383.8895553,0.096273292,0.05026455,3.247186088,0.721596908,1,40.95062455,0.036731945,0.990731101,0.009268899,0.575875486,0.011673152,0.194078947,0.508928571,4,2136,110,0.015214086
QN027100,4027100,-73.878526,40.745133,62278.9729,0.152713788,0.084193246,0,13.97799863,1,90.8569911,0.657427019,0.207351328,0.792648672,0.674720707,0.072226552,0.073729099,0.689372685,4,8911,110,0.015214086
QN026900,4026900,-73.882429,40.745239,52708.1025,0.236145974,0.08947906,5.013611957,10.02722391,1,130.3539109,0.725463314,0.238018758,0.761981243,0.715316574,0.052374302,0.079996195,0.669742224,4,10513,110,0.015214086
QN026700,4026700,-73.888458,40.745056,30042.47627,0.176051882,0.092513695,14.04948228,18.73264304,1,117.079019,0.999189398,0.485764466,0.514235535,0.741164241,0.062023562,0.077318784,0.677007015,4,6415,110,0.015214086
QN146700,4146700,-73.773179,40.760286,7626.714403,0.078790011,0.055276382,21.43841013,0,0,123.2708582,0.978597362,0.426851798,0.573148202,0.266308003,0.084734365,0.109978918,0.279690794,4,2735,111,0.013870984
QN150701,4150701,-73.739352,40.761678,3363.251551,0.035016835,0.036509901,12.45648723,0,0,99.6518978,0.58457353,0.177732072,0.822267928,0.165680473,0.034188034,0.197306397,0.225252525,4,2970,111,0.013870984
QN140901,4140901,-73.775141,40.745931,5276.943436,0.047866805,0.025641026,27.45548094,0,0,82.36644281,0.804252547,0.278783221,0.721216779,0.419354839,0,0.192507804,0.417273673,4,980,111,0.013870984
QN152902,4152902,-73.72384,40.759934,4940.490228,0.074320242,0.040951123,9.9506349,0,0,71.64457128,0.734928365,0.24257446,0.75742554,0.247286456,0.020292591,0.247129909,0.219335347,4,4965,111,0.013870984
QN152901,4152901,-73.731453,40.749874,4605.172349,0.115051348,0.040505509,4.428760073,0,0,31.73944719,0.914575365,0.353862535,0.646137465,0.302749141,0.007560138,0.174386921,0.394293957,4,6239,111,0.013870984
QN150702,4150702,-73.730266,40.765426,4020.289451,0.058483291,0.042145594,22.41102822,0,0,87.15399863,0.773792985,0.262193874,0.737806126,0.198657718,0.058389262,0.22112109,0.217095076,4,3229,111,0.013870984
QN148300,4148300,-73.749721,40.774486,2161.008991,0.013775008,0.029452055,0,0,0,85.7599501,0.2888777,0.078359662,0.921640339,0.243727599,0.011469534,0.172843555,0.278779928,4,3049,111,0.013870984
QN147900,4147900,-73.741282,40.770534,4011.792862,0.043288934,0.028854824,15.41416315,0,0,64.73948523,0.723949338,0.237297382,0.762702618,0.434406535,0.057184046,0.139344262,0.291495902,4,3904,111,0.013870984
QN147100,4147100,-73.762745,40.760998,7342.893324,0.047526042,0.03432228,28.61796684,0,0,81.08423937,0.918021474,0.356840538,0.643159462,0.284034654,0.03279703,0.171159467,0.341994154,4,3190,111,0.013870984
QN146300,4146300,-73.780566,40.758696,9512.683054,0.155092593,0.031587057,31.40535838,0,0,122.4808977,0.99253556,0.456801505,0.543198496,0.308191403,0.074614761,0.251568174,0.378672829,4,3029,111,0.013870984
QN145900,4145900,-73.791868,40.753287,7837.316232,0.041215508,0.048233696,32.80355591,0,0,106.6115567,0.581658828,0.176603505,0.823396495,0.204579025,0.02437223,0.1562609,0.320195326,4,2867,111,0.013870984
QN145102,4145102,-73.778007,40.752148,7917.571185,0.023181455,0.020488574,34.80946564,0,0,117.0863844,0.337921202,0.093158877,0.906841123,0.296658517,0.026894866,0.143085532,0.521183054,4,2480,111,0.013870984
QN145101,4145101,-73.784131,40.754009,5822.439911,0.050139276,0.073446328,36.49161504,0,0,101.3655973,0.999565603,0.489578903,0.510421097,0.349304482,0.037094281,0.165738162,0.29735376,4,1458,111,0.013870984
QN144700,4144700,-73.771914,40.75587,6497.596858,0.161853832,0.076457229,18.45908198,0,0,106.1397214,0.999793728,0.492818917,0.507181084,0.341772152,0.048101266,0.142400568,0.741477273,4,2816,111,0.013870984
QN144100,4144100,-73.762514,40.754787,8031.273247,0.076391415,0.022304833,23.33824409,0,0,99.18753738,0.188385605,0.04955178,0.95044822,0.234059098,0.01399689,0.135851798,0.381402107,4,2986,111,0.013870984
QN143500,4143500,-73.769459,40.751018,6444.668757,0.050270046,0.037105751,10.70987745,0,0,115.1311826,0.403187197,0.113731699,0.886268301,0.146534654,0.024752475,0.215621105,0.386788533,4,2174,111,0.013870984
QN142900,4142900,-73.784747,40.749296,6596.689209,0.038693743,0.024858757,28.8616427,0,0,110.0350128,0.190334256,0.050092859,0.949907142,0.318636096,0.024691358,0.175827181,0.34891988,4,3657,111,0.013870984
QN141701,4141701,-73.791342,40.744323,5528.114448,0.035971223,0.034020619,15.83986948,0,0,114.8390537,0.355030384,0.098449998,0.901550002,0.258082192,0.020821918,0.185768863,0.407593123,4,4223,111,0.013870984
QN140902,4140902,-73.781419,40.744298,4842.063011,0.141247485,0.058106842,25.33071193,0,0,85.7347173,0.407272152,0.115055898,0.884944103,0.235470942,0.022044088,0.155734406,0.553722334,4,2466,111,0.013870984
QN140300,4140300,-73.768881,40.747614,6384.876144,0.036911328,0.081982841,8.058320753,0,0,64.46656603,0.217546427,0.057717971,0.942282029,0.239875389,0.007268951,0.179638199,0.468237274,4,2395,111,0.013870984
QN139900,4139900,-73.76232,40.749344,5430.409643,0.058788242,0.014814815,16.28797133,0,0,143.3341477,0.566720313,0.17088008,0.82911992,0.326196474,0.023929471,0.194361128,0.340731854,4,1649,111,0.013870984
QN138502,4138502,-73.755339,40.762836,0,,,1.022122827,0,0,6.132736959,0.9375,0.625,0.375,,,,,4,0,111,0.013870984
QN138501,4138501,-73.751922,40.753594,4613.886377,0.069136334,0.021133094,14.9059435,0,0,75.52344705,0.992964721,0.541938284,0.458061716,0.215420561,0.014485981,0.14344174,0.571397803,4,4643,111,0.013870984
QN137700,4137700,-73.748505,40.74696,7777.377942,0.045291626,0.041131105,10.13669331,0,0,59.55307319,0.532347838,0.158074511,0.84192549,0.246678024,0.027938671,0.127565982,0.478494624,4,6138,111,0.013870984
QN136700,4136700,-73.760815,40.743745,7198.770886,0.082852648,0.039421338,16.35798314,0,0,84.30652847,0.549057274,0.164238654,0.835761346,0.269969278,0.014976959,0.242265338,0.409019402,4,5721,111,0.013870984
QN131900,4131900,-73.739928,40.750035,11.93285383,1,1,3.729016822,0,0,14.17026393,,,,,,1,0,4,63,111,0.013870984
QN129102,4129102,-73.753753,40.730666,4225.39852,0.041796631,0.026498423,13.17965852,0,0,75.12405354,0.305882947,0.083431562,0.916568438,0.285433071,0.01312336,0.231752963,0.237367436,4,3206,111,0.013870984
QN129101,4129101,-73.753462,40.735037,7299.445917,0.079172785,0.059549229,16.95263078,0,0,73.16398547,0.589853195,0.179786476,0.820213524,0.251535312,0.016632549,0.182496027,0.247524753,4,8181,111,0.013870984
QN118100,4118100,-73.786616,40.758116,8755.254623,0.082677165,0.053056517,24.49707505,0,0,73.49122515,0.675780816,0.21529876,0.78470124,0.326633166,0.041457286,0.124790151,0.278119754,4,1811,111,0.013870984
QN113900,4113900,-73.790201,40.763322,8449.306678,0.043517139,0.037917374,25.18422259,0,0,125.9211129,0.880979066,0.327502946,0.672497054,0.320191159,0.025089606,0.162742176,0.320119225,4,3328,111,0.013870984
QN113300,4113300,-73.783113,40.763302,6822.986333,0.047619048,0.039490446,4.21953391,0,0,109.7078817,0.378712347,0.105890988,0.894109012,0.26259947,0.021220159,0.186147186,0.2288188,4,1671,111,0.013870984
QN112900,4112900,-73.77691,40.765134,6220.414122,0.020707507,0.050925926,5.367052737,0,0,83.18931742,0.262574827,0.070632683,0.929367317,0.277823578,0.007419621,0.129421915,0.234253667,4,2311,111,0.013870984
QN112300,4112300,-73.769826,40.765462,7717.727169,0.136237257,0.082390953,28.61066606,0,0,96.56099794,0.999859654,0.505923396,0.494076604,0.377777778,0.026666667,0.092215014,0.397126969,4,2111,111,0.013870984
QN111300,4111300,-73.763352,40.76655,3683.967583,0.027500996,0.027820711,0,0,0,73.03662933,0.396842829,0.11168403,0.88831597,0.262989608,0.022382094,0.187549564,0.29183188,4,2514,111,0.013870984
QN109900,4109900,-73.786067,40.767113,8859.478604,0.062518786,0.031040779,21.30322478,0,0,79.88709291,0.832563466,0.295404953,0.704595047,0.27195836,0.036434613,0.115419297,0.189660355,4,3335,111,0.013870984
QN109700,4109700,-73.777813,40.76914,4695.07292,0.036499766,0.026496565,28.56151051,0,0,101.0638064,0.998139921,0.521564317,0.478435683,0.236976507,0.108273749,0.150210576,0.329433786,4,2048,111,0.013870984
QN109100,4109100,-73.773176,40.775862,2290.361891,0.066385669,0.023474178,6.884855384,0,0,51.63641538,0.51066607,0.150237963,0.849762037,0.169364882,0.03237858,0.173346693,0.167334669,4,2085,111,0.013870984
QN108300,4108300,-73.7911,40.770344,7714.434034,0.062327634,0.067254686,25.53039393,0,0,119.1418384,0.594613391,0.18165011,0.81834989,0.3356974,0.009456265,0.134583563,0.238830667,4,1823,111,0.013870984
QN108102,4108102,-73.781132,40.772651,3563.697298,0.046808511,0.016203704,18.95583669,0,0,79.61451411,0.087706659,0.022429759,0.977570241,0.148235294,0,0.256382979,0.369148936,4,956,111,0.013870984
QN108101,4108101,-73.786656,40.772469,4517.216693,0.049079755,0.03712297,9.237661948,0,0,60.04480266,0.491139737,0.143327789,0.856672211,0.167901235,0,0.241308794,0.175869121,4,952,111,0.013870984
QN077100,4077100,-73.839114,40.712284,4588.696692,0.046286329,0.043010753,0,0,0,143.2424156,0,0,1,0.370786517,0.047191011,0.193756728,0.243272336,4,983,112,0.009078945
QN077100,4077100,-73.839114,40.712284,4588.696692,0.046286329,0.043010753,0,0,0,143.2424156,0,0,1,0.370786517,0.047191011,0.193756728,0.243272336,4,983,112,0.009078945
QN076902,4076902,-73.834344,40.714047,13535.20327,0.148093842,0.036159601,9.786842569,9.786842569,1,176.1631662,0.88143171,0.327831268,0.672168733,0.733333333,0.052287582,0.133044107,0.315979754,4,1332,112,0.009078945
QN076902,4076902,-73.834344,40.714047,13535.20327,0.148093842,0.036159601,9.786842569,9.786842569,1,176.1631662,0.88143171,0.327831268,0.672168733,0.733333333,0.052287582,0.133044107,0.315979754,4,1332,112,0.009078945
QN076901,4076901,-73.836916,40.715719,18522.74719,0.138474771,0.041771515,0,10.62084128,1,95.58757149,0.478640325,0.138973798,0.861026202,0.70846731,0.051982851,0.131594037,0.244266055,4,3526,112,0.009078945
QN076901,4076901,-73.836916,40.715719,18522.74719,0.138474771,0.041771515,0,10.62084128,1,95.58757149,0.478640325,0.138973798,0.861026202,0.70846731,0.051982851,0.131594037,0.244266055,4,3526,112,0.009078945
QN075700,4075700,-73.838253,40.722068,16367.4013,0.056211042,0.030902111,7.27844416,5.45883312,1,92.80016304,0.913264422,0.352745477,0.647254523,0.664596273,0.028050491,0.2209005,0.269816565,4,8995,112,0.009078945
QN074700,4074700,-73.845238,40.732341,9022.250985,0.09323653,0.064419476,0,0,0,96.38421502,0.732688743,0.241489238,0.758510763,0.465517241,0.027914614,0.060663869,0.618084701,4,2621,112,0.009078945
QN074700,4074700,-73.845238,40.732341,9022.250985,0.09323653,0.064419476,0,0,0,96.38421502,0.732688743,0.241489238,0.758510763,0.465517241,0.027914614,0.060663869,0.618084701,4,2621,112,0.009078945
QN074500,4074500,-73.852279,40.735755,19878.40045,0.192581301,0.078827362,15.12432193,0,0,110.9116941,0.589232933,0.179544439,0.820455562,0.580147059,0.039705882,0.180319554,0.304590413,4,3943,112,0.009078945
QN074500,4074500,-73.852279,40.735755,19878.40045,0.192581301,0.078827362,15.12432193,0,0,110.9116941,0.589232933,0.179544439,0.820455562,0.580147059,0.039705882,0.180319554,0.304590413,4,3943,112,0.009078945
QN074300,4074300,-73.850087,40.731703,22972.47513,0.185533869,0.059470265,0,0,0,52.62880901,0.507059394,0.148951354,0.851048646,0.558504875,0.114301192,0.179152348,0.344329897,4,4365,112,0.009078945
QN074300,4074300,-73.850087,40.731703,22972.47513,0.185533869,0.059470265,0,0,0,52.62880901,0.507059394,0.148951354,0.851048646,0.558504875,0.114301192,0.179152348,0.344329897,4,4365,112,0.009078945
QN074100,4074100,-73.846009,40.728244,18143.99698,0.05034102,0.05466429,0,0,0,70.71385638,0.381981105,0.106929111,0.893070889,0.609911055,0.054637865,0.214680091,0.21435531,4,3079,112,0.009078945
QN074100,4074100,-73.846009,40.728244,18143.99698,0.05034102,0.05466429,0,0,0,70.71385638,0.381981105,0.106929111,0.893070889,0.609911055,0.054637865,0.214680091,0.21435531,4,3079,112,0.009078945
QN073900,4073900,-73.84318,40.722928,21768.98029,0.087690408,0.049940547,0,13.07708067,1,130.7708067,0.358644335,0.099576579,0.900423421,0.654576128,0.024884015,0.276331598,0.139367241,4,4994,112,0.009078945
QN073900,4073900,-73.84318,40.722928,21768.98029,0.087690408,0.049940547,0,13.07708067,1,130.7708067,0.358644335,0.099576579,0.900423421,0.654576128,0.024884015,0.276331598,0.139367241,4,4994,112,0.009078945
QN075700,4075700,-73.838253,40.722068,16367.4013,0.056211042,0.030902111,7.27844416,5.45883312,1,92.80016304,0.913264422,0.352745477,0.647254523,0.664596273,0.028050491,0.2209005,0.269816565,4,8995,112,0.009078945
QN073700,4073700,-73.843518,40.717827,8617.194309,0.110870741,0.021466905,0,4.660462038,1,172.4370954,0.987461103,0.444011391,0.555988609,0.696857671,0.090573013,0.189832342,0.198485668,4,1848,112,0.009078945
QN073700,4073700,-73.843518,40.717827,8617.194309,0.110870741,0.021466905,0,4.660462038,1,172.4370954,0.987461103,0.444011391,0.555988609,0.696857671,0.090573013,0.189832342,0.198485668,4,1848,112,0.009078945
QN073500,4073500,-73.84499,40.71377,3863.605045,0.026420079,0.039370079,0,0,0,102.0767515,0.44787264,0.128473635,0.871526365,0.464480874,0.040983607,0.180977543,0.29326288,4,748,112,0.009078945
QN073500,4073500,-73.84499,40.71377,3863.605045,0.026420079,0.039370079,0,0,0,102.0767515,0.44787264,0.128473635,0.871526365,0.464480874,0.040983607,0.180977543,0.29326288,4,748,112,0.009078945
QN073300,4073300,-73.841384,40.71373,6009.084922,0.012429379,0.10745614,0,0,0,122.2186764,0.220319356,0.058502366,0.941497634,0.416458853,0.024937656,0.10960452,0.212429379,4,895,112,0.009078945
QN073300,4073300,-73.841384,40.71373,6009.084922,0.012429379,0.10745614,0,0,0,122.2186764,0.220319356,0.058502366,0.941497634,0.416458853,0.024937656,0.10960452,0.212429379,4,895,112,0.009078945
QN073100,4073100,-73.846192,40.710392,9038.743412,0.06812933,0.027154664,15.59300186,0,0,98.75567845,0.685748735,0.219709407,0.780290593,0.431901841,0.072392638,0.195514664,0.272570443,4,1747,112,0.009078945
QN073100,4073100,-73.846192,40.710392,9038.743412,0.06812933,0.027154664,15.59300186,0,0,98.75567845,0.685748735,0.219709407,0.780290593,0.431901841,0.072392638,0.195514664,0.272570443,4,1747,112,0.009078945
QN072900,4072900,-73.852643,40.712807,7629.098737,0.070199587,0.01994302,10.50116826,0,0,84.00934604,0.907481939,0.347916092,0.652083908,0.446616541,0.039097744,0.18788713,0.361321404,4,1418,112,0.009078945
QN072900,4072900,-73.852643,40.712807,7629.098737,0.070199587,0.01994302,10.50116826,0,0,84.00934604,0.907481939,0.347916092,0.652083908,0.446616541,0.039097744,0.18788713,0.361321404,4,1418,112,0.009078945
QN072700,4072700,-73.85035,40.7167,5102.848996,0.027716186,0.020316027,0,0,0,67.88712634,0.006461505,0.001617994,0.998382006,0.426573427,0,0.207317073,0.318181818,4,918,112,0.009078945
QN072700,4072700,-73.85035,40.7167,5102.848996,0.027716186,0.020316027,0,0,0,67.88712634,0.006461505,0.001617994,0.998382006,0.426573427,0,0.207317073,0.318181818,4,918,112,0.009078945
QN072500,4072500,-73.847564,40.717543,835.5631596,0,0,0,0,0,99.47180472,0.803396136,0.278299828,0.721700172,0.535714286,0,0.142857143,0.119047619,4,95,112,0.009078945
QN072500,4072500,-73.847564,40.717543,835.5631596,0,0,0,0,0,99.47180472,0.803396136,0.278299828,0.721700172,0.535714286,0,0.142857143,0.119047619,4,95,112,0.009078945
QN072100,4072100,-73.852177,40.731052,30522.13044,0.152286206,0.082214082,0,0,0,64.03651246,0.501756799,0.147068278,0.852931722,0.616025938,0.075961093,0.203318711,0.271218768,4,5243,112,0.009078945
QN072100,4072100,-73.852177,40.731052,30522.13044,0.152286206,0.082214082,0,0,0,64.03651246,0.501756799,0.147068278,0.852931722,0.616025938,0.075961093,0.203318711,0.271218768,4,5243,112,0.009078945
QN071900,4071900,-73.854161,40.734453,20123.44696,0.177576854,0.060683761,7.236047092,0,0,50.65232965,0.222993549,0.059260153,0.940739847,0.544172932,0.041353384,0.131966918,0.353469975,4,2783,112,0.009078945
QN071900,4071900,-73.854161,40.734453,20123.44696,0.177576854,0.060683761,7.236047092,0,0,50.65232965,0.222993549,0.059260153,0.940739847,0.544172932,0.041353384,0.131966918,0.353469975,4,2783,112,0.009078945
QN071700,4071700,-73.861068,40.732925,22194.18491,0.134420178,0.043845983,13.63977358,9.093182387,1,104.5715974,0.999975004,0.497500192,0.502499808,0.593056895,0.077868853,0.17976032,0.397828536,4,9763,112,0.009078945
QN071700,4071700,-73.861068,40.732925,22194.18491,0.134420178,0.043845983,13.63977358,9.093182387,1,104.5715974,0.999975004,0.497500192,0.502499808,0.593056895,0.077868853,0.17976032,0.397828536,4,9763,112,0.009078945
QN071302,4071302,-73.853186,40.725556,34687.63188,0.114017438,0.054722774,0,6.645776775,1,103.00954,0.56977582,0.172042617,0.827957383,0.663090129,0.064182599,0.184596226,0.272823067,4,10439,112,0.009078945
QN071302,4071302,-73.853186,40.725556,34687.63188,0.114017438,0.054722774,0,6.645776775,1,103.00954,0.56977582,0.172042617,0.827957383,0.663090129,0.064182599,0.184596226,0.272823067,4,10439,112,0.009078945
QN071301,4071301,-73.852431,40.726555,36724.42853,0.115230461,0.039611091,0,6.583798588,1,141.5516697,0.557026616,0.167218772,0.832781228,0.630881506,0.062992126,0.221764073,0.179455002,4,11156,112,0.009078945
QN071301,4071301,-73.852431,40.726555,36724.42853,0.115230461,0.039611091,0,6.583798588,1,141.5516697,0.557026616,0.167218772,0.832781228,0.630881506,0.062992126,0.221764073,0.179455002,4,11156,112,0.009078945
QN071100,4071100,-73.850228,40.720722,15249.70614,0.074048282,0.044972423,0,3.467418403,1,90.15287848,0.996451964,0.470217303,0.529782697,0.649862512,0.027497709,0.223510687,0.293542519,4,4420,112,0.009078945
QN071100,4071100,-73.850228,40.720722,15249.70614,0.074048282,0.044972423,0,3.467418403,1,90.15287848,0.996451964,0.470217303,0.529782697,0.649862512,0.027497709,0.223510687,0.293542519,4,4420,112,0.009078945
QN070900,4070900,-73.854252,40.718957,13645.30039,0.054850594,0.038125496,0,0,0,128.4657834,0.265457878,0.071472836,0.928527164,0.470439189,0.049831081,0.188702415,0.367990176,4,2421,112,0.009078945
QN070900,4070900,-73.854252,40.718957,13645.30039,0.054850594,0.038125496,0,0,0,128.4657834,0.265457878,0.071472836,0.928527164,0.470439189,0.049831081,0.188702415,0.367990176,4,2421,112,0.009078945
QN070700,4070700,-73.854867,40.713672,11981.78375,0.094563728,0.131859132,5.473633507,0,0,60.20996858,0.241338728,0.064494181,0.935505819,0.480582524,0.019417476,0.131110096,0.357697579,4,2130,112,0.009078945
QN070700,4070700,-73.854867,40.713672,11981.78375,0.094563728,0.131859132,5.473633507,0,0,60.20996858,0.241338728,0.064494181,0.935505819,0.480582524,0.019417476,0.131110096,0.357697579,4,2130,112,0.009078945
QN070300,4070300,-73.858348,40.715937,9235.944048,0.053040541,0.067020571,3.120251368,0,0,118.569552,0.344993982,0.09533779,0.90466221,0.410624551,0.054558507,0.192905405,0.257094595,4,3019,112,0.009078945
QN070300,4070300,-73.858348,40.715937,9235.944048,0.053040541,0.067020571,3.120251368,0,0,118.569552,0.344993982,0.09533779,0.90466221,0.410624551,0.054558507,0.192905405,0.257094595,4,3019,112,0.009078945
QN069702,4069702,-73.861682,40.721908,9842.368909,0.077567726,0.053598775,0,0,0,80.4240261,0.410379505,0.116066251,0.883933749,0.519652462,0.034753827,0.173346304,0.393579767,4,5140,112,0.009078945
QN069702,4069702,-73.861682,40.721908,9842.368909,0.077567726,0.053598775,0,0,0,80.4240261,0.410379505,0.116066251,0.883933749,0.519652462,0.034753827,0.173346304,0.393579767,4,5140,112,0.009078945
QN069701,4069701,-73.860111,40.72603,26487.67664,0.20027894,0.082787373,0,7.363824476,1,51.54677133,0.481630154,0.14001047,0.85998953,0.552666667,0.101333333,0.185154295,0.333889352,4,3597,112,0.009078945
QN069701,4069701,-73.860111,40.72603,26487.67664,0.20027894,0.082787373,0,7.363824476,1,51.54677133,0.481630154,0.14001047,0.85998953,0.552666667,0.101333333,0.185154295,0.333889352,4,3597,112,0.009078945
QN069500,4069500,-73.866543,40.724441,10494.41684,0.06489547,0.058626466,0,0,0,73.13182469,0.628845103,0.195387584,0.804612416,0.438628159,0.055956679,0.145034843,0.351480836,4,2332,112,0.009078945
